ClusterSize, Major1, Major2, Hash, CurriculumSize, Courses
234, BUS, APG, 1489147220, 13, [BUS4029H$ BUS4050W$ BUS4035F$ BUS4040S$ BUS2011F$ BUS3095S$ BUS201205CE$ BUS4091Q$ APG2014S$ APG3023W$ APG4007F$ APG3011FEWA$ APG4023S]
230, ELL, EDN, 66488687, 13, [ELL1009F$ ELL4062F$ ELL1009F$ ELL4068S$ ELL2015S$ ELL2010S$ ELL2010S$ EDN2022CE$ EDN2037CE$ EDN4180W$ EDN3209W$ EDN4176W$ EDN2028CE]
175, CHE, CON, 1352011755, 11, [CHE3040SEWA$ CHE4029Z$ CHE4054Z$ CHE2006S$ CHE3067S$ CON4043S$ CON1019S$ CON4048F$ CON4033W$ CON1010S$ CON2024SEWA]
123, FTX, FAM, 701766235, 11, [FTX4036S$ FTX4051H$ FTX1005R$ FTX4010F$ FAM2000F$ FAM4034S$ FAM1001P$ FAM3010F$ FAM4034S$ FAM4011F$ FAM4037F]
275, AGE, SEA, 73949667, 9, [AGE3013H$ AGE4004W$ AGE1002S$ AGE4004W$ AGE3012S$ AGE3012S$ SEA4004W$ SEA2004F$ SEA2004F]
140, BUS, EDN, 626378609, 14, [BUS201212CE$ BUS2033S$ BUS2010F$ BUS201202CE$ BUS20132CE$ BUS2016H$ BUS4026W$ EDN2043CE$ EDN4002S$ EDN3221W$ EDN3227W$ EDN2028CE$ EDN3208W$ EDN4500W]
62, DRM, DOH, 1939372261, 12, [DRM2011S$ DRM4004H$ DRM1017H$ DRM3041W$ DRM1017H$ DRM4024S$ DRM1027F$ DOH1002F$ DOH1009S$ DOH1009F$ DOH1003CE$ DOH1009F]
60, APG, EBE, 1897843114, 11, [APG4007F$ APG4003Z$ APG4031F$ APG4030S$ CPD1150CE$ CPD1114CE$ CPD10009CE$ CPD1090CE$ CPD1115CE$ CPD1111CE$ CPD10009CE]
307, RAY, HST, 1363634585, 12, [RAY4012W$ RAY4019W$ RAY4011W$ RAY4006W$ RAY4016W$ HST2034L$ HST2034P$ HST4001H$ HST4054F$ HST4010F$ HST2034L$ HST3042S]
132, EGS, SOC, 723383057, 13, [EGS3012S$ EGS4041F$ EGS2014S$ EGS4055W$ EGS4045F$ EGS4021X$ EGS4047S$ SOC2032F$ SOC4010F$ SOC1006F$ SOC4036U$ SOC4028F$ SOC2036F]
268, RAY, PSY, 863481555, 14, [RAY4020W$ RAY4019W$ RAY4016W$ RAY4016W$ RAY2004S$ RAY4006W$ PSY2011F$ PSY3008FEWA$ PSY1004F$ PSY3010S$ PSY1004F$ PSY2009F$ PSY2003S$ PSY3008FEWA]
308, APG, SEA, 1298010263, 9, [APG2014S$ APG3027Z$ APG3000F$ SEA1001CE$ SEA4004W$ SEA2004F$ SEA2005S$ SEA4004W$ SEA4004W]
186, BUS, FAM, 1629916346, 12, [BUS3018F$ BUS4017S$ BUS4091Q$ BUS3043S$ BUS1601CE$ BUS1402CE$ FAM2011S$ FAM20005CE$ FAM3003S$ FAM4009H$ FAM4009H$ FAM4011F]
104, CHE, APG, 84914022, 7, [CHE2005W$ CHE4029Z$ CHE3005W$ CHE3005W$ APG1003W$ APG3036F$ APG4054F]
273, SWK, PHY, 1197242780, 11, [SWK4034F$ SWK4032S$ SWK1013F$ SWK4035S$ PHY3022S$ PHY3004W$ PHY1032F$ PHY1015F$ PHY1014S$ PHY1013F$ PHY1031F]
81, SWK, MAM, 705294588, 9, [SWK2070F$ SWK1013F$ SWK2070F$ SWK4011F$ MAM4015W$ MAM4018W$ MAM2047H$ MAM1005H$ MAM1005H]
188, ACC, POL, 556925232, 9, [ACC2023F$ ACC3500W$ ACC4038H$ ACC2018S$ POL2038F$ POL4012F$ POL1009F$ POL4006F$ POL3038S]
213, ACC, RDL, 1786232049, 12, [ACC3004H$ ACC4037W$ ACC1106F$ ACC3022N$ RDL1003S$ RDL1003W$ RDL1006W$ RDL4602S$ RDL3006H$ RDL4401H$ RDL4605S$ RDL4401H]
212, CON, PHY, 47393380, 8, [CON4043S$ CON2006W$ CON3030S$ PHY1013S$ PHY4006W$ PHY1014F$ PHY1015F$ PHY1023H]
271, EBE, PPH, 1357682052, 11, [CPD1158CE$ CPD10024CE$ CPD10009CE$ CPD1156CE$ CPD10041CE$ CPD10009CE$ CPD1142CE$ PPH4021S$ PPH1004CE$ PPH4035S$ PPH4057W]
276, BIO, CON, 2015564867, 13, [BIO3015F$ BIO2013F$ BIO3017S$ BIO1000H$ BIO2012S$ CON2024S$ CON4039S$ CON3012W$ CON2031S$ CON2024SEWA$ CON4033W$ CON2013X$ CON4048F]
136, EGS, PRY, 1660567089, 13, [EGS1005F$ EGS4045F$ EGS4004W$ EGS2013F$ EGS4039F$ EGS3021F$ PRY4021F$ PRY4016S$ PRY4016S$ PRY4018S$ PRY4012S$ PRY4016S$ PRY4021F]
123, CSC, DRM, 1037709553, 9, [CSC1011H$ CSC3003S$ CSC4000W$ CSC3022H$ CSC2003S$ CSC3023F$ DRM3040W$ DRM1028S$ DRM1027F]
280, FTX, DOH, 102722949, 11, [FTX3045S$ FTX4056S$ FTX4035W$ FTX4035W$ FTX1400CE$ FTX1400CE$ DOH2001S$ DOH1000CE$ DOH1004CE$ DOH1009S$ DOH1003CE]
244, MEC, FAM, 1032915485, 8, [MEC1008SEWA$ MEC4047F$ MEC2022S$ MEC3000X$ MEC3035F$ FAM1000L$ FAM3009F$ FAM4034S]
119, AXL, MCB, 1728038643, 8, [AXL4402S$ AXL4101F$ AXL4205S$ AXL4106F$ AXL1302S$ MCB2021F$ MCB3025F$ MCB3024S]
230, GSB, BUS, 362147815, 16, [GSB1417CE$ GSB4477S$ GSB4460S$ GSB1418CE$ GSB1402CE$ GSB4513W$ GSB4408F$ GSB4401F$ BUS1404CE$ BUS201211CE$ BUS4019S$ BUS4049W$ BUS4088S$ BUS1003H$ BUS2010S$ BUS1004F]
206, PRY, AHS, 413905970, 8, [PRY4020F$ PRY2002W$ PRY1000CE$ PRY2001S$ AHS4129F$ AHS1050W$ AHS4000W$ AHS2052H]
285, SOC, AXL, 535082211, 10, [SOC3029S$ SOC4000H$ SOC4036U$ AXL4200W$ AXL4103S$ AXL2300F$ AXL4313S$ AXL4306S$ AXL4400W$ AXL4401F]
236, CEM, PHI, 1106914449, 14, [CEM1011X$ CEM4002W$ CEM4002W$ CEM1000W$ CEM1008F$ CEM1008F$ PHI3024S$ PHI2037F$ PHI2043S$ PHI4021F$ PHI4012S$ PHI4019W$ PHI2043F$ PHI4015S]
193, PPH, MUZ, 1955650541, 10, [PPH4018F$ PPH4057W$ PPH4034S$ PPH1002S$ PPH4019F$ PPH1005CE$ PPH4031S$ MUZ3389H$ MUZ2330H$ MUZ2204H]
173, FAM, SLL, 392451845, 13, [FAM3007F$ FAM4034S$ FAM20005CE$ FAM2009S$ FAM3001S$ SLL3041S$ SLL4105F$ SLL3084F$ SLL1122S$ SLL4049F$ SLL4072S$ SLL1055S$ SLL3002H]
92, DOH, SLL, 2060974309, 12, [DOH1005F$ DOH1009F$ DOH1003CE$ DOH2001S$ DOH1004CE$ DOH1002F$ DOH2001S$ DOH1000CE$ SLL1062F$ SLL4091S$ SLL1051S$ SLL4049F]
113, INF, INF, 915359519, 15, [INF2011S$ INF3012SEWA$ INF4026F$ INF1102S$ INF1003F$ INF4026F$ INF3030Q$ INF4016W$ INF4015W$ INF3031R$ INF4024W$ INF20132CE$ INF2010S$ INF20141CE$ INF3030R]
50, AGE, PHY, 840017569, 13, [AGE1004S$ AGE4004W$ AGE4000W$ AGE1004S$ PHY1012S$ PHY1025F$ PHY1015F$ PHY3004W$ PHY2010S$ PHY1014F$ PHY1023H$ PHY1031F$ PHY1015F]
312, CHE, CHE, 1796360490, 10, [CHE4049F$ CHE3040SEWA$ CHE4049F$ CHE4048F$ CHE4045Z$ CHE4045Z$ CHE4050F$ CHE4056Z$ CHE3067S$ CHE4048F]
243, GSB, DOH, 802294888, 10, [GSB4451S$ GSB1414CE$ GSB4410S$ GSB4524F$ DOH1002CE$ DOH1010S$ DOH1003CE$ DOH1009S$ DOH1003CE$ DOH1000CE]
54, BUS, FAM, 1840475691, 17, [BUS4017R$ BUS3039F$ BUS4017R$ BUS4092R$ BUS4029H$ BUS4087S$ BUS4075S$ BUS201202CE$ BUS4092R$ FAM4032F$ FAM1000S$ FAM4033F$ FAM3016F$ FAM4007F$ FAM3012S$ FAM4009H$ FAM3008S]
64, EGS, POL, 2110470139, 10, [EGS4054W$ EGS4039S$ EGS2013F$ EGS4053W$ POL2042S$ POL4007H$ POL3037F$ POL3043F$ POL2039F$ POL3039S]
141, SOC, HST, 352131931, 9, [SOC4004S$ SOC4000H$ SOC4003S$ SOC2032F$ SOC3007FEWA$ HST2043S$ HST1015F$ HST2034L$ HST2034P]
182, PED, DRM, 1612475857, 11, [PED4007W$ PED4004S$ PED4016W$ PED4029S$ PED4039W$ PED4039W$ PED4040W$ DRM4022W$ DRM2010F$ DRM3043W$ DRM2011S]
129, EDN, APG, 168364529, 11, [EDN2038CE$ EDN20003CE$ EDN3209W$ EDN2511W$ EDN4506F$ APG4011FEWA$ APG2000F$ APG4042F$ APG4026S$ APG2000F$ APG3017D]
77, CIV, CON, 653850158, 13, [CIV1005W$ CIV1007S$ CIV3044F$ CIV4044S$ CIV3045S$ CIV2040S$ CIV2020X$ CIV2011F$ CIV3035S$ CON1019S$ CON4035X$ CON4041S$ CON2013X]
276, RAY, MDN, 967111842, 9, [RAY4017W$ RAY4018W$ RAY4014W$ RAY4006W$ MDN2001S$ MDN4011W$ MDN4030F$ MDN4015W$ MDN4033S]
166, CEM, LAW, 804422192, 12, [CEM3005WEWA$ CEM1011F$ CEM1009H$ CEM4001W$ CEM3005WEWA$ CEM1111S$ CEM1000W$ CEM1111S$ PEP1013CE$ PEP10053CE$ PEP10053CE$ PEP10076CE]
51, ACC, FIN, 1004270728, 15, [ACC3004H$ ACC3023N$ ACC4020W$ ACC20131CE$ ACC4020W$ ACC3022N$ ACC2023F$ ACC4020W$ ACC20144CE$ FIN1009S$ FIN2027F$ FIN2011W$ FIN2029F$ FIN2030S$ FIN2012W]
239, ACC, ELL, 746815196, 11, [ACC3500W$ ACC1012S$ ACC3501W$ ACC3009W$ ACC1006F$ ACC2023S$ ACC3500W$ ELL2014F$ ELL3009S$ ELL1013F$ ELL3005F]
117, FIN, REL, 1609352710, 11, [FIN3029S$ FIN2028S$ FIN1001W$ REL4048S$ REL4053F$ REL2048S$ REL1002F$ REL2040F$ REL4048S$ REL4046S$ REL2048S]
82, BUS, AST, 523599632, 10, [BUS4016S$ BUS4049W$ BUS4094S$ BUS20134CE$ AST4008W$ AST4009W$ AST4007W$ AST1000F$ AST2003H$ AST4010W]
294, DOH, SEA, 1043118490, 8, [DOH1000CE$ DOH1000CE$ DOH1001CE$ SEA4004W$ SEA4003W$ SEA3004F$ SEA2005S$ SEA1001CE]
210, ACC, PRY, 1822174072, 11, [ACC2022N$ ACC3500W$ ACC1006N$ ACC3009N$ ACC4020W$ ACC2023S$ ACC2111N$ ACC1006F$ PRY4011F$ PRY4011F$ PRY4013F]
200, PBL, EBE, 1503482426, 14, [PBL4504S$ PBL4504S$ PBL3001H$ PBL3801WEWA$ PBL3001HEWA$ CPD1120CE$ CPD1146CE$ CPD1156CE$ CPD1034CE$ CPD1115CE$ CPD1144CE$ CPD1142CE$ CPD1148CE$ CPD10024CE]
117, REL, FAM, 1027272169, 14, [REL4049F$ REL2048S$ REL4053F$ REL4011H$ REL4046S$ REL4049F$ FAM2015F$ FAM4038F$ FAM20007CE$ FAM4033F$ FAM3005F$ FAM2004F$ FAM1000L$ FAM4037F]
228, REL, AXL, 385051126, 12, [REL2053S$ REL2053S$ REL3042S$ REL1002F$ REL2053S$ AXL3402SEWA$ AXL2402S$ AXL1100S$ AXL4106F$ AXL4300W$ AXL4300W$ AXL4100W]
154, CON, EEE, 897472744, 9, [CON3034F$ CON3043W$ CON3023X$ CON4037S$ CON4047W$ EEE3017W$ EEE4101F$ EEE4110Z$ EEE3074W]
153, EDN, CEM, 1972451087, 15, [EDN2046CE$ EDN3240W$ EDN3204WEWA$ EDN4120W$ EDN4200W$ EDN2512W$ EDN3227W$ CEM3005W$ CEM1010H$ CEM1010H$ CEM1111S$ CEM1011X$ CEM2005W$ CEM4002W$ CEM4001W]
258, BUS, PTY, 1516975886, 14, [BUS4027W$ BUS3039F$ BUS4030H$ BUS20146CE$ BUS1407CE$ BUS20146CE$ BUS3038R$ BUS3095S$ PTY4007W$ PTY4003W$ PTY4000W$ PTY4008S$ PTY4009W$ PTY4000W]
72, STA, EBE, 2122324842, 13, [STA3036S$ STA1000FEWA$ STA3030F$ STA4022W$ STA4020W$ STA3030F$ STA1007S$ STA4016H$ CPD1064CE$ CPD1147CE$ CPD1143CE$ CPD1068CE$ CPD1157CE]
70, GEO, MAM, 1698554532, 14, [GEO2006S$ GEO4003W$ GEO2006S$ GEO4000W$ GEO4003W$ MAM1110H$ MAM3085FEWA$ MAM2004H$ MAM2085F$ MAM1112S$ MAM1004F$ MAM1004S$ MAM4000W$ MAM2085F]
311, MUZ, BIO, 589378021, 9, [MUZ2217H$ MUZ2821H$ MUZ3204H$ MUZ4330H$ BIO4003W$ BIO4002W$ BIO1004S$ BIO4002W$ BIO3013F]
229, PSY, PHI, 1487902791, 10, [PSY3009F$ PSY2009F$ PSY1004F$ PHI2012F$ PHI2045S$ PHI3024S$ PHI4023F$ PHI4015S$ PHI2045S$ PHI4023F]
75, AHS, FIN, 126361398, 11, [AHS2109S$ AHS3102F$ AHS3113W$ AHS3102F$ AHS2106F$ AHS4122W$ AHS3062F$ FIN2013W$ FIN2027F$ FIN2027F$ FIN3013W]
293, BIO, PHY, 351158371, 8, [BIO4001W$ BIO4005W$ BIO4001W$ BIO4000W$ BIO2010F$ PHY1032F$ PHY1032S$ PHY1032S]
144, GEO, SWK, 896187425, 11, [GEO3005F$ GEO1008F$ GEO3001S$ GEO2004S$ GEO1009F$ GEO2004S$ SWK4032S$ SWK3075S$ SWK3075S$ SWK1013F$ SWK4031S]
283, AHS, MDN, 1410731104, 13, [AHS1033F$ AHS2050H$ AHS1048W$ AHS1048W$ AHS4072H$ AHS1053S$ AHS3076H$ MDN3001H$ MDN4031S$ MDN1001CE$ MDN1000CE$ MDN4040W$ MDN2001S]
263, SWK, PSY, 1733148623, 15, [SWK4007S$ SWK4026S$ SWK2065S$ SWK4026S$ SWK4012S$ SWK2075S$ SWK2070F$ SWK4007S$ SWK2070F$ PSY2010S$ PSY4000W$ PSY3007S$ PSY2010S$ PSY2012F$ PSY4000W]
233, GSB, FAM, 714532157, 12, [GSB1402CE$ GSB4496S$ GSB4417S$ GSB4487F$ GSB1411CE$ GSB4493F$ GSB4410S$ GSB4107Z$ GSB4264Z$ FAM2000F$ FAM4009H$ FAM1009F]
78, AGE, MCB, 261902891, 14, [AGE3013H$ AGE4000W$ AGE2012F$ AGE2011S$ AGE2012F$ AGE1004S$ MCB3023S$ MCB2020F$ MCB2022S$ MCB2022S$ MCB3026F$ MCB4004W$ MCB2023S$ MCB4003W]
201, EBE, EBE, 56369449, 11, [CPD1146CE$ CPD1099CE$ CPD1142CE$ CPD1068CE$ CPD1146CE$ CPD1090CE$ CPD1089CE$ CPD10024CE$ CPD1148CE$ CPD1153CE$ CPD1144CE]
318, CHE, EEE, 479138531, 7, [CHE4055X$ CHE4029Z$ CHE3050S$ CHE3054SEWA$ EEE3069WEWA$ EEE4089F$ EEE4036C]
269, POL, STA, 68904938, 7, [POL3039S$ POL1004L$ POL3043F$ POL4044F$ STA1000F$ STA1100S$ STA3030F]
259, HSE, HST, 1163491892, 7, [HSE4002S$ HSE2001S$ HSE4002S$ HST2039S$ HST4057F$ HST1005F$ HST2037S]
174, AXL, MAM, 948860848, 16, [AXL4106F$ AXL4307F$ AXL4203F$ AXL4401F$ AXL1300F$ AXL4203F$ AXL4203F$ MAM1112S$ MAM2083F$ MAM1021F$ MAM2046W$ MAM3000W$ MAM4014W$ MAM1004S$ MAM2083S$ MAM4015W]
198, SOC, EGS, 1476327439, 13, [SOC4015F$ SOC2019S$ SOC4015F$ SOC2035S$ SOC2036F$ SOC4028F$ SOC3007F$ SOC4004S$ EGS4046F$ EGS4051F$ EGS4047S$ EGS4047S$ EGS4055W]
236, AXL, CEM, 571983548, 11, [AXL4307F$ AXL2301S$ AXL4312F$ AXL3401S$ CEM1000W$ CEM4001W$ CEM2005W$ CEM1008F$ CEM4001W$ CEM1011X$ CEM1000W]
162, FIN, PSY, 939094652, 16, [FIN3025W$ FIN2025W$ FIN3011F$ FIN2029F$ FIN1001W$ FIN2026W$ FIN1009S$ FIN4061S$ PSY1006F$ PSY2010S$ PSY2010S$ PSY2012F$ PSY3005F$ PSY3008F$ PSY3007S$ PSY3011S]
192, BUS, POL, 203335036, 13, [BUS4018S$ BUS1601CE$ BUS4027W$ BUS4041S$ BUS2022S$ BUS4049W$ BUS4092H$ BUS201201CE$ BUS4094S$ POL3038S$ POL1010S$ POL3037F$ POL2038F]
52, GSB, INF, 832795414, 13, [GSB4498F$ GSB4602F$ GSB4524F$ GSB1416CE$ GSB4454F$ GSB4508F$ GSB4504F$ INF2006F$ INF4018W$ INF20136CE$ INF4024W$ INF3003W$ INF3031R]
245, CIV, APG, 1467190388, 9, [CIV3035FEWA$ CIV3048F$ CIV4042F$ CIV3047S$ CIV2041S$ CIV3035FEWA$ APG4002Z$ APG1020W$ APG3017D]
107, EBE, APG, 259924971, 16, [CPD1114CE$ CPD10038CE$ CPD1090CE$ CPD1127CE$ CPD1068CE$ CPD1127CE$ CPD1111CE$ CPD1034CE$ CPD1120CE$ APG4024S$ APG2003S$ APG3037W$ APG4036F$ APG2000F$ APG3038F$ APG3012SEWA]
238, ELL, SLL, 958179874, 13, [ELL3009S$ ELL2014F$ ELL3009S$ ELL2010S$ ELL4001H$ ELL2017S$ ELL4068S$ ELL4070S$ SLL2083S$ SLL1062F$ SLL2132S$ SLL3082F$ SLL3085S]
176, INF, DOH, 598611394, 10, [INF4015W$ INF20136CE$ INF3030R$ INF4026F$ INF2010S$ INF4000S$ INF4028Q$ DOH1009F$ DOH1002CE$ DOH1004CE]
87, PSY, DOH, 868765853, 17, [PSY2006F$ PSY3005F$ PSY3008FEWA$ PSY2011F$ PSY3007S$ PSY3007S$ PSY1005S$ PSY3009F$ DOH1020CE$ DOH1020CE$ DOH1009F$ DOH2001S$ DOH2001S$ DOH1010S$ DOH1009F$ DOH1020CE$ DOH1002CE]
229, AXL, REL, 1167701932, 7, [AXL4200W$ AXL3300F$ AXL2400Z$ REL2048S$ REL3042S$ REL2040F$ REL4046S]
137, CIV, EEE, 1099181980, 13, [CIV2039S$ CIV1007S$ CIV3047S$ CIV3042F$ CIV4042F$ CIV3045S$ EEE3061WEWA$ EEE3074W$ EEE3057S$ EEE4101F$ EEE4006F$ EEE3017W$ EEE4089F]
160, CEM, PHY, 180902856, 10, [CEM1000W$ CEM4000W$ CEM4002W$ PHY2004W$ PHY1014S$ PHY1015S$ PHY3021F$ PHY1014F$ PHY1012S$ PHY4000W]
257, APG, DRM, 927451696, 10, [APG4039F$ APG4010X$ APG1016F$ APG2014S$ DRM4004H$ DRM1018H$ DRM4004H$ DRM3041W$ DRM1041W$ DRM4024S]
283, ELL, DRM, 676234813, 13, [ELL2015S$ ELL1010S$ ELL2010S$ ELL1016S$ ELL4001H$ ELL2017S$ DRM2042F$ DRM4019S$ DRM2011S$ DRM1028S$ DRM4000H$ DRM4004H$ DRM3010F]
318, FTX, ELL, 833449109, 11, [FTX2024S$ FTX3045S$ FTX4010F$ ELL4068S$ ELL4070S$ ELL2010S$ ELL2016F$ ELL4062F$ ELL4068S$ ELL2017S$ ELL2017S]
70, ACC, AXL, 711986426, 11, [ACC3020W$ ACC3004N$ ACC4020W$ ACC4039H$ ACC4505H$ ACC3022N$ ACC4036W$ AXL4205S$ AXL4206S$ AXL4405S$ AXL4312F]
265, DOH, MUZ, 1503364471, 11, [DOH1002F$ DOH1000CE$ DOH1003CE$ DOH1001CE$ DOH1004CE$ DOH1002F$ DOH1002F$ DOH1002F$ MUZ2378S$ MUZ2340H$ MUZ2817H]
84, PHY, GEO, 113326122, 14, [PHY1013S$ PHY4006W$ PHY1012S$ PHY3022S$ PHY1032F$ PHY1014F$ PHY1015F$ PHY1012S$ PHY1012S$ GEO2006S$ GEO2001F$ GEO2006S$ GEO3005F$ GEO4004W]
92, PSY, CHE, 1926661077, 13, [PSY3007S$ PSY2009F$ PSY1006F$ PSY2012F$ CHE1001Z$ CHE3069S$ CHE3069S$ CHE4045Z$ CHE3068S$ CHE3070S$ CHE3067S$ CHE4048F$ CHE2006S]
218, INF, CSC, 1491858267, 13, [INF1601CE$ INF4017H$ INF2007F$ INF20136CE$ INF20141CE$ INF2004F$ CSC4000W$ CSC2005Z$ CSC4001W$ CSC4016W$ CSC4007Z$ CSC3023F$ CSC4001W]
190, ACC, INF, 1760680541, 8, [ACC4020W$ ACC2011S$ ACC4023W$ ACC2011N$ INF1003F$ INF4028Q$ INF3012S$ INF20138CE]
204, HUB, HST, 1365197280, 12, [HUB4087W$ HUB1027CE$ HUB1007S$ HUB4056W$ HUB4062WEWA$ HUB4033S$ HST2034L$ HST2042F$ HST2040F$ HST3042S$ HST4058S$ HST3042S]
207, ECO, PED, 175425837, 15, [ECO1007S$ ECO4053S$ ECO4006F$ ECO4117F$ ECO3022S$ ECO4116F$ ECO4119S$ PED4006F$ PED4002F$ PED4002F$ PED4017F$ PED4020S$ PED4029F$ PED4004S$ PED4031W]
158, BIO, CSC, 1997875664, 9, [BIO4002W$ BIO1000F$ BIO2013F$ CSC3002F$ CSC4003W$ CSC4016W$ CSC4002W$ CSC3020H$ CSC2002S]
134, PSY, SLL, 2094566144, 13, [PSY1007S$ PSY2012F$ PSY1005S$ PSY2012F$ PSY3009F$ PSY4000W$ PSY1006F$ SLL1095H$ SLL4088S$ SLL3102S$ SLL2074S$ SLL4055S$ SLL3003W]
110, DOM, IBS, 1181531618, 7, [DOM1008CE$ DOM1008CE$ DOM1011CE$ DOM1014CE$ IBS4011W$ IBS4008W$ IBS3020W]
151, SWK, PHI, 799062491, 16, [SWK2001F$ SWK4030F$ SWK2001F$ SWK4032S$ SWK4035S$ SWK4004S$ SWK3001F$ SWK4012S$ SWK4034F$ PHI4022S$ PHI4022S$ PHI2042F$ PHI1010S$ PHI2043FEWA$ PHI2043S$ PHI4015S]
203, MEC, PHI, 48594662, 12, [MEC2044S$ MEC3072F$ MEC1008S$ MEC4105F$ MEC3072F$ MEC4108S$ PHI2016S$ PHI2043F$ PHI3024S$ PHI4017S$ PHI4022S$ PHI4017S]
135, ACC, EEE, 1811497927, 6, [ACC3022N$ ACC3503H$ ACC4505H$ EEE4104C$ EEE4036C$ EEE3069WEWA]
79, ACC, INF, 269843444, 9, [ACC20131CE$ ACC4000N$ ACC2112W$ INF4018W$ INF20121CE$ INF3003W$ INF2007F$ INF3011F$ INF1102S]
318, FTX, ECO, 1020691654, 17, [FTX4056S$ FTX4051H$ FTX2020F$ FTX2020F$ FTX4056S$ FTX3045N$ FTX2024N$ FTX4057F$ FTX3045S$ ECO1110F$ ECO4051S$ ECO4027S$ ECO4102F$ ECO2003F$ ECO4021W$ ECO1011F$ ECO3021S]
217, AGE, EDN, 128807539, 11, [AGE1004S$ AGE4000CE$ AGE3013H$ AGE4003W$ EDN3205W$ EDN4180W$ EDN4176W$ EDN4502W$ EDN2024CE$ EDN4500W$ EDN3217W]
79, PSY, ELL, 1791160698, 10, [PSY3007S$ PSY3011S$ PSY2009F$ PSY3010S$ PSY2003S$ ELL1010S$ ELL2017S$ ELL1009F$ ELL4068S$ ELL2007F]
231, CIV, SOC, 1463083625, 18, [CIV2043L$ CIV4044F$ CIV3035S$ CIV4044F$ CIV2043L$ CIV3045S$ CIV3044F$ CIV3046S$ CIV2043L$ SOC4015F$ SOC2015S$ SOC4013F$ SOC4000H$ SOC1006F$ SOC4028F$ SOC4000H$ SOC1005S$ SOC4000H]
133, MUZ, MUZ, 1827500189, 15, [MUZ4383F$ MUZ3908H$ MUZ1397H$ MUZ4260W$ MUZ3252H$ MUZ1366H$ MUZ3201H$ MUZ2232H$ MUZ2201S$ MUZ4302W$ MUZ2395H$ MUZ3351H$ MUZ2201S$ MUZ3283H$ MUZ3354H]
160, CHE, STA, 1124489082, 14, [CHE3067S$ CHE3049W$ CHE4054Z$ CHE3040SEWA$ CHE4054Z$ CHE4029Z$ CHE4036Z$ CHE3040SEWA$ STA3041F$ STA3030F$ STA1008S$ STA3030F$ STA4016H$ STA3041F]
292, CIV, SWK, 1100519364, 7, [CIV4042SEWA$ CIV4044F$ CIV3045S$ CIV4042SEWA$ SWK4003F$ SWK3061F$ SWK4013F]
88, FTX, DOH, 944982995, 12, [FTX4052H$ FTX3044F$ FTX4035W$ FTX4036F$ FTX3045S$ FTX2020F$ FTX2024M$ FTX20131CE$ DOH1001CE$ DOH1009S$ DOH1005F$ DOH1005F]
151, ACC, INF, 778873916, 9, [ACC2022N$ ACC1006FEWA$ ACC3501W$ ACC4000N$ INF1601CE$ INF3014F$ INF2010S$ INF1102S$ INF4000R]
286, INF, GSB, 138283443, 11, [INF20142CE$ INF3012SEWA$ INF1102S$ GSB4413S$ GSB1424CE$ GSB4103W$ GSB4607F$ GSB4264Z$ GSB1421CE$ GSB4476S$ GSB4476S]
164, GSB, ECO, 654364072, 9, [GSB4493F$ GSB4503W$ GSB4427F$ GSB4427F$ ECO4115F$ ECO4111F$ ECO4121S$ ECO4120S$ ECO4105F]
243, SWK, ELL, 265071288, 17, [SWK4031S$ SWK3070F$ SWK4026S$ SWK4014S$ SWK2070F$ SWK4031S$ SWK4004S$ SWK4014S$ SWK4014S$ ELL4001H$ ELL4070S$ ELL2010S$ ELL4061F$ ELL4063H$ ELL1009F$ ELL1010S$ ELL2014F]
112, CIV, DRM, 471030895, 17, [CIV2011F$ CIV4045F$ CIV3044F$ CIV2011F$ CIV3044F$ CIV4042SEWA$ CIV3048F$ CIV2042FEWA$ CIV2011F$ DRM4000H$ DRM4000H$ DRM4022W$ DRM1017H$ DRM4038F$ DRM1018H$ DRM4004H$ DRM4041W]
69, GSB, FTX, 1513521938, 9, [GSB4458S$ GSB4506F$ GSB4501FEWA$ GSB4601F$ GSB4414S$ FTX4086F$ FTX1400CE$ FTX20131CE$ FTX2024M]
187, EDN, PSY, 1785881999, 18, [EDN2026CE$ EDN20022CE$ EDN4511S$ EDN3208W$ EDN2001H$ EDN3246W$ EDN3224W$ EDN4508W$ EDN2026CE$ PSY3007SEWA$ PSY1006F$ PSY1005S$ PSY3005F$ PSY3007SEWA$ PSY3005F$ PSY3007S$ PSY1007S$ PSY3005F]
288, HST, REL, 1519148433, 7, [HST3039H$ HST2039S$ HST2037S$ REL2048S$ REL4049F$ REL4010F$ REL4011H]
52, SLL, EBE, 771580591, 13, [SLL1101F$ SLL3065S$ SLL3132S$ SLL1083S$ SLL4048F$ SLL4201F$ SLL1002L$ SLL1074S$ CPD1059CE$ CPD10038CE$ CPD1120CE$ CPD1111CE$ CPD1114CE]
127, CON, SOC, 1151227499, 9, [CON2024SEWA$ CON2029S$ CON4041S$ CON2029S$ CON3041F$ SOC3027F$ SOC2035S$ SOC1006F$ SOC4003S]
62, POL, FAM, 1790265339, 14, [POL2038F$ POL3044S$ POL2038P$ POL2038P$ POL3038S$ POL4044F$ POL4002F$ POL2002SEWA$ FAM1001P$ FAM3005F$ FAM4008F$ FAM20007CE$ FAM1010S$ FAM20001CE]
